tweet_ID	_golden	is_the_tweet_text_in_the_english_language	the_text_is_about_the_drugs_of_interest	genre_in_which_the_drug_is_mentioned_	sentiment_of_the_author_about_the_drug	theme_on_the_drug_ussage
303689701028667394	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Negative about the drug	
303655064453668866	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
303503708799500288	false	Yes	Yes	Info/resource (The writer is providing useful information like advices, tips or tricks)	Neither positive nor negative (neutral)	
303487019680665601	false	Yes	No	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
303482217173245952	false	Yes	Yes	Info/resource (The writer is providing useful information like advices, tips or tricks)	Neither positive nor negative (neutral)	Craving (Possibly related to stress relief)
303479633511337986	false	Yes	Yes	News (The writer is reporting on some recent news)	Neither positive nor negative (neutral)	
303370128593145856	false	No	No		Neither positive nor negative (neutral)	
303285395297271808	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Positive about the drug	Craving (Possibly related to stress relief)
303275521905676288	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
302916074230411266	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	Craving (Possibly related to stress relief)
302857442067365888	false	No			Neither positive nor negative (neutral)	
302844104159686656	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
302717893353811968	false	Yes	No		Neither positive nor negative (neutral)	
302674922726113280	false	Yes	No		Neither positive nor negative (neutral)	
302543645217804289	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
302465652105555968	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
302203130630791168	false	Yes	No	Cultural reference (The tweet mentions something specific to the popular culture.	Neither positive nor negative (neutral)	
302202472116670464	false	No	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
302190254109102081	false	Yes	No		Neither positive nor negative (neutral)	
302147442864947201	false	Yes	Yes	News (The writer is reporting on some recent news)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
302138320253775873	false	Yes	Yes	Info/resource (The writer is providing useful information like advices, tips or tricks)	Neither positive nor negative (neutral)	
302123858301956096	false	Yes	No		Neither positive nor negative (neutral)	
302066757038903296	false	No			Neither positive nor negative (neutral)	
302044367823175680	false	No			Neither positive nor negative (neutral)	
301899261690380288	false	Yes	No	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
301894941553094656	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
301894572445945856	false	Yes	No		Neither positive nor negative (neutral)	
301823151850020866	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
301805535781601280	false	No			Neither positive nor negative (neutral)	
301757615862595584	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
301746974921736193	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	Craving (Possibly related to stress relief)
301743615280041984	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
301547120501092353	false	Yes	Yes	Humor (The tweet is generally funny)	Positive about the drug	Craving (Possibly related to stress relief)
301452404740726784	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
301415327110139904	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
301412240089837568	false	No	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
301222766588354560	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
301195734311657472	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
301067707351171074	false	No	No		Neither positive nor negative (neutral)	
300782431793975297	false	Yes	No		Neither positive nor negative (neutral)	
300714848956866562	false	Yes	No	Cultural reference (The tweet mentions something specific to the popular culture.	Neither positive nor negative (neutral)	
300661992325255170	false	Yes	No		Neither positive nor negative (neutral)	
300508212371795968	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
300453686440771585	false	Yes	No		Neither positive nor negative (neutral)	
300413945393602560	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
300350716248215552	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
300341564276883456	false	No	No	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
299901258842640384	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
299527399543033856	false	No			Neither positive nor negative (neutral)	
299441911272468480	false	Yes	No	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
299269051383963648	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
299264022413443072	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
299239804506361857	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
299186843059105793	false	Yes	Yes	Info/resource (The writer is providing useful information like advices, tips or tricks)	Neither positive nor negative (neutral)	
299154467197169664	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
298975487882047489	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
298921012249100288	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Disgust (Drug users or usage as repulsive)
298900275631108096	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Positive about the drug	
298872257667809280	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
298869812380172288	false	Yes	Yes	Other's Experience (The writer is reporting about some else's experience with the drug)	Neither positive nor negative (neutral)	
298770231227211776	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
298764870898307072	false	Yes	No		Neither positive nor negative (neutral)	
298750706729496576	false	Yes	No	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
298611300634853376	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
298535798985355264	false	Yes	No		Neither positive nor negative (neutral)	
298470766306017281	false	Yes	No		Neither positive nor negative (neutral)	
298310795547275264	false	Yes	No		Neither positive nor negative (neutral)	
298282291048902658	false	Yes	No		Neither positive nor negative (neutral)	
298273688518815744	false	No	Yes	Other's Experience (The writer is reporting about some else's experience with the drug)	Neither positive nor negative (neutral)	
298267866837422080	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
298260505854877698	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
298191278842208257	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
298181447393615872	false	Yes	No		Neither positive nor negative (neutral)	
298122110579126272	false	Yes	No		Neither positive nor negative (neutral)	
298115374526898176	false	Yes	Yes	Info/resource (The writer is providing useful information like advices, tips or tricks)	Neither positive nor negative (neutral)	
298065277776707584	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
297995211911602178	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
297992800211980288	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
297899401446318080	false	Yes	No		Neither positive nor negative (neutral)	
297827490083270656	false	Yes	No	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
325388878217367552	false	No	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
325299749286735872	false	No			Neither positive nor negative (neutral)	
325123529798471680	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
325046782428061696	false	No			Neither positive nor negative (neutral)	
324865567498567680	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
324780846743687169	false	Yes	No		Neither positive nor negative (neutral)	
324703520563548160	false	Yes	No	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
324645785973166080	false	Yes	Yes	Other's Experience (The writer is reporting about some else's experience with the drug)	Neither positive nor negative (neutral)	
324633299517575168	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Negative about the drug	
324531281478156289	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
324322979758632961	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Negative about the drug	
324320211522174976	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
324309507662565377	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
324296127832797184	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
324277123420405760	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
323955760054800384	false	No	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
323901997449347073	false	No			Neither positive nor negative (neutral)	
323877846676291586	false	Yes	Yes	Info/resource (The writer is providing useful information like advices, tips or tricks)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
323857919533776896	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
323591459590795264	false	No	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
323574338446036993	false	Yes	Yes	Info/resource (The writer is providing useful information like advices, tips or tricks)	Neither positive nor negative (neutral)	
323495863030784001	false	Yes	Yes	Info/resource (The writer is providing useful information like advices, tips or tricks)	Neither positive nor negative (neutral)	
303247004795039744	false	Yes	No		Neither positive nor negative (neutral)	
301230681265172480	false	Yes	No	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
300773099471765504	false	Yes	No		Neither positive nor negative (neutral)	
299938034495922176	false	Yes	No		Neither positive nor negative (neutral)	
299199291757576193	false	Yes	No		Neither positive nor negative (neutral)	
319691251802861568	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
319337244144046082	false	Yes	No	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
262898685317373952	false	Yes	No		Neither positive nor negative (neutral)	
272172266291355649	false	Yes	No		Neither positive nor negative (neutral)	
270178273206624256	false	No	No		Neither positive nor negative (neutral)	
265579466342936576	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
202456336175345664	false	Yes	No		Neither positive nor negative (neutral)	
282216013783781376	false	Yes	Yes	Other's Experience (The writer is reporting about some else's experience with the drug)	Neither positive nor negative (neutral)	
280741418144759808	false	Yes	Yes	Other's Experience (The writer is reporting about some else's experience with the drug)	Negative about the drug	
296942336737439744	false	No	No		Neither positive nor negative (neutral)	
297180376089108480	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
296825999365136384	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
295985079128293376	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
295980905825198080	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
295755688481783808	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
295732867248566273	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
302400816566910978	false	Yes	No		Neither positive nor negative (neutral)	
295684376920981505	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
295248307708653568	false	Yes	No		Neither positive nor negative (neutral)	
295222391100014594	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
324643307152097281	false	No			Neither positive nor negative (neutral)	
295182893351858176	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
304732937675497472	false	Yes	No		Neither positive nor negative (neutral)	
293219594146021377	false	Yes	Yes	Info/resource (The writer is providing useful information like advices, tips or tricks)	Neither positive nor negative (neutral)	
293157283561631745	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Positive about the drug	Pleasure (Drug usage as a pleasurable activity)
293016032015179776	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Negative about the drug	
251403050168766464	false	Yes	No		Neither positive nor negative (neutral)	
292894359446253568	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
250039314157797376	false	No	No		Neither positive nor negative (neutral)	
292784481268531200	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Negative about the drug	Disgust (Drug users or usage as repulsive)
247100008850153473	false	No			Neither positive nor negative (neutral)	
300379979915620352	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
246730104795971584	false	No	No		Neither positive nor negative (neutral)	
291770600538656769	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
245389038981349376	false	No	No		Neither positive nor negative (neutral)	
291305846477033472	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
291079861592788992	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
270706759704903680	false	No	No		Neither positive nor negative (neutral)	
290235850183278592	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Negative about the drug	Disgust (Drug users or usage as repulsive)
269499127304429568	false	Yes	No		Neither positive nor negative (neutral)	
290218536083800064	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
290214895457300480	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
266824759386468352	false	No			Neither positive nor negative (neutral)	
289953594512388097	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
289890843505074176	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Positive about the drug	Pleasure (Drug usage as a pleasurable activity)
207894263923605504	false	No	No		Neither positive nor negative (neutral)	
200455896432771073	false	Yes	No		Neither positive nor negative (neutral)	
289726036722200576	false	Yes	Yes	Other's Experience (The writer is reporting about some else's experience with the drug)	Negative about the drug	Disgust (Drug users or usage as repulsive)
216264614118297601	false	Yes	No		Neither positive nor negative (neutral)	
245814664401928193	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
212655042212265984	false	No	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Craving (Possibly related to stress relief)
288154418434670593	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
257056422506950656	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
288132712919883777	false	Yes	No		Neither positive nor negative (neutral)	
288058075263430657	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
223709738603515905	false	No	No		Neither positive nor negative (neutral)	
284952604218384384	false	No			Neither positive nor negative (neutral)	
287920573412167680	false	No	Yes		Neither positive nor negative (neutral)	
274871883961360386	false	Yes	No		Neither positive nor negative (neutral)	
286178687353774080	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Positive about the drug	Pleasure (Drug usage as a pleasurable activity)
237754118071013376	false	Yes	No		Neither positive nor negative (neutral)	
234102829646749696	false	No	No		Neither positive nor negative (neutral)	
214918666154819584	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
304136247574663168	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
232931196928159744	false	No			Neither positive nor negative (neutral)	
304055284941328384	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Craving (Possibly related to stress relief)
303699712836526080	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Positive about the drug	Pleasure (Drug usage as a pleasurable activity)
231062059884896256	false	No	No		Neither positive nor negative (neutral)	
303532272005545984	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Negative about the drug	Disgust (Drug users or usage as repulsive)
303014095114887168	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
303004909572333569	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
302624192619225088	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Craving (Possibly related to stress relief)
284731799278583808	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
301740062687772672	false	Yes	No		Neither positive nor negative (neutral)	
301450081083727873	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
300789176218054659	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
300037670187442176	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Negative about the drug	Disgust (Drug users or usage as repulsive)
299669842301165568	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
299644311576928256	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
299627479834959875	false	No	No		Neither positive nor negative (neutral)	
299538954858926080	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
299260406931783680	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
299252085449453568	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
299078214771408897	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
298835234525433856	false	Yes	No		Neither positive nor negative (neutral)	
298634713269145601	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
297995211911602178	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
297926135931629568	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
324647006524014595	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
323294305714331649	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Positive about the drug	Pleasure (Drug usage as a pleasurable activity)
323074108982177793	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
320638954787459072	false	No	Yes	Other's Experience (The writer is reporting about some else's experience with the drug)	Neither positive nor negative (neutral)	
320304849101152257	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
320033045644201984	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
319447181033615360	false	Yes	No		Neither positive nor negative (neutral)	
319234404025253889	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
251283298607841280	false	Yes	No		Neither positive nor negative (neutral)	
250659760792297473	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Negative about the drug	
250071165719150592	false	No	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
249730596614586369	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
248773867508752385	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
248755714527485952	false	No	No		Neither positive nor negative (neutral)	
247870968037511168	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Positive about the drug	
246906357817675776	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
246803526062333952	false	Yes	Yes	Info/resource (The writer is providing useful information like advices, tips or tricks)	Neither positive nor negative (neutral)	
246483987239944192	false	Yes	No		Neither positive nor negative (neutral)	
246081413735133184	false	Yes	No		Neither positive nor negative (neutral)	
246077160702480385	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
245586334851403776	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
245334680826687489	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Disgust (Drug users or usage as repulsive)
245245912572649475	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
245145790350245888	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Positive about the drug	
245004949816221697	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
244504024064348160	false	No	Yes		Neither positive nor negative (neutral)	
243541318062718976	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
243064832545394688	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
242814222864642049	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
263880055996960768	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
262893186618368000	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Positive about the drug	Pleasure (Drug usage as a pleasurable activity)
262281124397588482	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
262004178707173376	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	Craving (Possibly related to stress relief)
259235610919854080	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
258962310054428672	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Craving (Possibly related to stress relief)
258752838145040385	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
256478522909028352	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
255890850591162368	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Disgust (Drug users or usage as repulsive)
254386823512616960	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	Craving (Possibly related to stress relief)
254345782243782657	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
253677302469259264	false	Yes	Yes	Cultural reference (The tweet mentions something specific to the popular culture.	Neither positive nor negative (neutral)	
253467943780904961	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Positive about the drug	Pleasure (Drug usage as a pleasurable activity)
253391246758916096	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
253293011964928001	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	Craving (Possibly related to stress relief)
252974525875097600	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
274597698076811264	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
274297427866046464	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
273396722053570561	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
273318569603895296	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
272459223814795264	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
272008550027497472	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Disgust (Drug users or usage as repulsive)
271655234475020290	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
271642026582360064	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Positive about the drug	Pleasure (Drug usage as a pleasurable activity)
271004274266357762	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Craving (Possibly related to stress relief)
270580817338703872	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
269951965335810049	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
269527279502245889	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
269394143883689985	false	No	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
269344131002806272	false	Yes	Yes	News (The writer is reporting on some recent news)	Neither positive nor negative (neutral)	
268921651343790081	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Disgust (Drug users or usage as repulsive)
268777975481237504	false	Yes	No	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
